Linea_celular,Anti.miARNs,Recuento_Celular,Replicas.,Tiempo,Concentracion,Fluorescencia
HCT15,1,1,1,1,20,1821
HCT15,1,1,2,1,20,2531
HCT15,1,1,3,1,20,1550
HCT15,1,1,4,1,20,3112
HCT15,1,1,5,1,20,22540
HCT15,1,1,6,1,20,1515
HCT15,1,1,7,1,20,22812
HCT15,1,1,8,1,20,1902
HCT15,1,1,1,2,20,9649
HCT15,1,1,2,2,20,3787
HCT15,1,1,3,2,20,15648
HCT15,1,1,4,2,20,4052
HCT15,1,1,5,2,20,23085
HCT15,1,1,6,2,20,15240
HCT15,1,1,7,2,20,22946
HCT15,1,1,8,2,20,4799
HCT15,1,1,1,3,20,7770
HCT15,1,1,2,3,20,5760
HCT15,1,1,3,3,20,12298
HCT15,1,1,4,3,20,5462
HCT15,1,1,5,3,20,21097
HCT15,1,1,6,3,20,4679
HCT15,1,1,7,3,20,19449
HCT15,1,1,8,3,20,4714
HCT15,1,1,1,4,20,7485
HCT15,1,1,2,4,20,6476
HCT15,1,1,3,4,20,7478
HCT15,1,1,4,4,20,5319
HCT15,1,1,5,4,20,15995
HCT15,1,1,6,4,20,6231
HCT15,1,1,7,4,20,13519
HCT15,1,1,8,4,20,5548
HCT15,1,1,1,5,20,5954
HCT15,1,1,2,5,20,5115
HCT15,1,1,3,5,20,4804
HCT15,1,1,4,5,20,4331
HCT15,1,1,5,5,20,12617
HCT15,1,1,6,5,20,5980
HCT15,1,1,7,5,20,7450
HCT15,1,1,8,5,20,4996
HCT15,1,1,1,6,20,5731
HCT15,1,1,2,6,20,4741
HCT15,1,1,3,6,20,4697
HCT15,1,1,4,6,20,4450
HCT15,1,1,5,6,20,10773
HCT15,1,1,6,6,20,5747
HCT15,1,1,7,6,20,7004
HCT15,1,1,8,6,20,4763
HCT15,1,1,1,7,20,6449
HCT15,1,1,2,7,20,5051
HCT15,1,1,3,7,20,4921
HCT15,1,1,4,7,20,4653
HCT15,1,1,5,7,20,11723
HCT15,1,1,6,7,20,5934
HCT15,1,1,7,7,20,7925
HCT15,1,1,8,7,20,4813
HCT15,1,0,1,1,20,12
HCT15,1,0,2,1,20,22
HCT15,1,0,3,1,20,11
HCT15,1,0,4,1,20,20
HCT15,1,0,5,1,20,46
HCT15,1,0,6,1,20,80
HCT15,1,0,7,1,20,79
HCT15,1,0,8,1,20,68
HCT15,1,0,1,2,20,124
HCT15,1,0,2,2,20,79
HCT15,1,0,3,2,20,140
HCT15,1,0,4,2,20,139
HCT15,1,0,5,2,20,106
HCT15,1,0,6,2,20,123
HCT15,1,0,7,2,20,81
HCT15,1,0,8,2,20,121
HCT15,1,0,1,3,20,360
HCT15,1,0,2,3,20,230
HCT15,1,0,3,3,20,378
HCT15,1,0,4,3,20,358
HCT15,1,0,5,3,20,341
HCT15,1,0,6,3,20,413
HCT15,1,0,7,3,20,317
HCT15,1,0,8,3,20,445
HCT15,1,0,1,4,20,593
HCT15,1,0,2,4,20,498
HCT15,1,0,3,4,20,697
HCT15,1,0,4,4,20,696
HCT15,1,0,5,4,20,572
HCT15,1,0,6,4,20,745
HCT15,1,0,7,4,20,606
HCT15,1,0,8,4,20,769
HCT15,1,0,1,5,20,794
HCT15,1,0,2,5,20,750
HCT15,1,0,3,5,20,882
HCT15,1,0,4,5,20,1016
HCT15,1,0,5,5,20,807
HCT15,1,0,6,5,20,1034
HCT15,1,0,7,5,20,759
HCT15,1,0,8,5,20,1078
HCT15,1,0,1,6,20,1082
HCT15,1,0,2,6,20,1233
HCT15,1,0,3,6,20,1174
HCT15,1,0,4,6,20,1350
HCT15,1,0,5,6,20,1023
HCT15,1,0,6,6,20,1489
HCT15,1,0,7,6,20,1094
HCT15,1,0,8,6,20,1558
HCT15,1,0,1,7,20,1270
HCT15,1,0,2,7,20,1526
HCT15,1,0,3,7,20,1590
HCT15,1,0,4,7,20,1858
HCT15,1,0,5,7,20,1146
HCT15,1,0,6,7,20,1721
HCT15,1,0,7,7,20,1270
HCT15,1,0,8,7,20,1909
HCT15,0,1,1,1,20,22448
HCT15,0,1,2,1,20,23033
HCT15,0,1,3,1,20,21801
HCT15,0,1,4,1,20,20769
HCT15,0,1,5,1,20,23416
HCT15,0,1,6,1,20,23556
HCT15,0,1,7,1,20,22390
HCT15,0,1,8,1,20,22765
HCT15,0,1,1,2,20,23496
HCT15,0,1,2,2,20,22932
HCT15,0,1,3,2,20,22128
HCT15,0,1,4,2,20,22059
HCT15,0,1,5,2,20,22946
HCT15,0,1,6,2,20,23008
HCT15,0,1,7,2,20,22267
HCT15,0,1,8,2,20,22760
HCT15,0,1,1,3,20,20885
HCT15,0,1,2,3,20,20722
HCT15,0,1,3,3,20,19615
HCT15,0,1,4,3,20,18401
HCT15,0,1,5,3,20,22069
HCT15,0,1,6,3,20,20502
HCT15,0,1,7,3,20,19152
HCT15,0,1,8,3,20,20439
HCT15,0,1,1,4,20,17986
HCT15,0,1,2,4,20,16796
HCT15,0,1,3,4,20,16531
HCT15,0,1,4,4,20,14665
HCT15,0,1,5,4,20,20715
HCT15,0,1,6,4,20,17113
HCT15,0,1,7,4,20,15490
HCT15,0,1,8,4,20,16060
HCT15,0,1,1,5,20,15864
HCT15,0,1,2,5,20,14783
HCT15,0,1,3,5,20,15248
HCT15,0,1,4,5,20,11455
HCT15,0,1,5,5,20,19353
HCT15,0,1,6,5,20,16024
HCT15,0,1,7,5,20,13626
HCT15,0,1,8,5,20,15142
HCT15,0,1,1,6,20,14493
HCT15,0,1,2,6,20,13595
HCT15,0,1,3,6,20,15455
HCT15,0,1,4,6,20,11004
HCT15,0,1,5,6,20,18567
HCT15,0,1,6,6,20,16166
HCT15,0,1,7,6,20,13725
HCT15,0,1,8,6,20,14920
HCT15,0,1,1,7,20,14664
HCT15,0,1,2,7,20,13029
HCT15,0,1,3,7,20,16355
HCT15,0,1,4,7,20,11276
HCT15,0,1,5,7,20,18824
HCT15,0,1,6,7,20,16883
HCT15,0,1,7,7,20,14114
HCT15,0,1,8,7,20,14474
HCT15,0,0,1,1,20,55
HCT15,0,0,2,1,20,89
HCT15,0,0,3,1,20,86
HCT15,0,0,4,1,20,148
HCT15,0,0,5,1,20,40
HCT15,0,0,6,1,20,63
HCT15,0,0,7,1,20,72
HCT15,0,0,8,1,20,105
HCT15,0,0,1,2,20,98
HCT15,0,0,2,2,20,107
HCT15,0,0,3,2,20,147
HCT15,0,0,4,2,20,170
HCT15,0,0,5,2,20,74
HCT15,0,0,6,2,20,80
HCT15,0,0,7,2,20,114
HCT15,0,0,8,2,20,128
HCT15,0,0,1,3,20,176
HCT15,0,0,2,3,20,178
HCT15,0,0,3,3,20,227
HCT15,0,0,4,3,20,256
HCT15,0,0,5,3,20,184
HCT15,0,0,6,3,20,218
HCT15,0,0,7,3,20,269
HCT15,0,0,8,3,20,250
HCT15,0,0,1,4,20,318
HCT15,0,0,2,4,20,314
HCT15,0,0,3,4,20,391
HCT15,0,0,4,4,20,424
HCT15,0,0,5,4,20,403
HCT15,0,0,6,4,20,348
HCT15,0,0,7,4,20,512
HCT15,0,0,8,4,20,420
HCT15,0,0,1,5,20,549
HCT15,0,0,2,5,20,525
HCT15,0,0,3,5,20,589
HCT15,0,0,4,5,20,685
HCT15,0,0,5,5,20,482
HCT15,0,0,6,5,20,578
HCT15,0,0,7,5,20,739
HCT15,0,0,8,5,20,601
HCT15,0,0,1,6,20,665
HCT15,0,0,2,6,20,645
HCT15,0,0,3,6,20,812
HCT15,0,0,4,6,20,855
HCT15,0,0,5,6,20,640
HCT15,0,0,6,6,20,773
HCT15,0,0,7,6,20,977
HCT15,0,0,8,6,20,683
HCT15,0,0,1,7,20,866
HCT15,0,0,2,7,20,833
HCT15,0,0,3,7,20,906
HCT15,0,0,4,7,20,1085
HCT15,0,0,5,7,20,644
HCT15,0,0,6,7,20,914
HCT15,0,0,7,7,20,1076
HCT15,0,0,8,7,20,863
HCT15,1,1,1,1,10,3826
HCT15,1,1,2,1,10,3593
HCT15,1,1,3,1,10,2930
HCT15,1,1,4,1,10,4008
HCT15,1,1,5,1,10,3161
HCT15,1,1,6,1,10,3996
HCT15,1,1,7,1,10,2900
HCT15,1,1,8,1,10,4261
HCT15,1,1,1,2,10,5632
HCT15,1,1,2,2,10,5278
HCT15,1,1,3,2,10,5216
HCT15,1,1,4,2,10,5370
HCT15,1,1,5,2,10,5594
HCT15,1,1,6,2,10,5775
HCT15,1,1,7,2,10,5057
HCT15,1,1,8,2,10,5253
HCT15,1,1,1,3,10,7219
HCT15,1,1,2,3,10,6924
HCT15,1,1,3,3,10,6732
HCT15,1,1,4,3,10,6902
HCT15,1,1,5,3,10,7018
HCT15,1,1,6,3,10,6879
HCT15,1,1,7,3,10,6948
HCT15,1,1,8,3,10,5821
HCT15,1,1,1,4,10,6441
HCT15,1,1,2,4,10,6110
HCT15,1,1,3,4,10,6464
HCT15,1,1,4,4,10,6095
HCT15,1,1,5,4,10,5890
HCT15,1,1,6,4,10,5957
HCT15,1,1,7,4,10,7047
HCT15,1,1,8,4,10,4859
HCT15,1,1,1,5,10,5593
HCT15,1,1,2,5,10,5220
HCT15,1,1,3,5,10,5322
HCT15,1,1,4,5,10,5202
HCT15,1,1,5,5,10,5002
HCT15,1,1,6,5,10,5602
HCT15,1,1,7,5,10,6269
HCT15,1,1,8,5,10,4660
HCT15,1,1,1,6,10,5231
HCT15,1,1,2,6,10,5021
HCT15,1,1,3,6,10,5083
HCT15,1,1,4,6,10,5014
HCT15,1,1,5,6,10,5351
HCT15,1,1,6,6,10,6092
HCT15,1,1,7,6,10,6927
HCT15,1,1,8,6,10,5094
HCT15,1,1,1,7,10,5433
HCT15,1,1,2,7,10,5115
HCT15,1,1,3,7,10,5272
HCT15,1,1,4,7,10,5145
HCT15,1,1,5,7,10,4814
HCT15,1,1,6,7,10,5121
HCT15,1,1,7,7,10,5410
HCT15,1,1,8,7,10,4343
HCT15,1,0,1,1,10,95
HCT15,1,0,2,1,10,244
HCT15,1,0,3,1,10,109
HCT15,1,0,4,1,10,470
HCT15,1,0,5,1,10,69
HCT15,1,0,6,1,10,362
HCT15,1,0,7,1,10,95
HCT15,1,0,8,1,10,572
HCT15,1,0,1,2,10,214
HCT15,1,0,2,2,10,374
HCT15,1,0,3,2,10,166
HCT15,1,0,4,2,10,424
HCT15,1,0,5,2,10,197
HCT15,1,0,6,2,10,428
HCT15,1,0,7,2,10,175
HCT15,1,0,8,2,10,709
HCT15,1,0,1,3,10,161
HCT15,1,0,2,3,10,252
HCT15,1,0,3,3,10,251
HCT15,1,0,4,3,10,419
HCT15,1,0,5,3,10,348
HCT15,1,0,6,3,10,446
HCT15,1,0,7,3,10,285
HCT15,1,0,8,3,10,723
HCT15,1,0,1,4,10,270
HCT15,1,0,2,4,10,423
HCT15,1,0,3,4,10,377
HCT15,1,0,4,4,10,500
HCT15,1,0,5,4,10,518
HCT15,1,0,6,4,10,584
HCT15,1,0,7,4,10,450
HCT15,1,0,8,4,10,1050
HCT15,1,0,1,5,10,524
HCT15,1,0,2,5,10,723
HCT15,1,0,3,5,10,675
HCT15,1,0,4,5,10,804
HCT15,1,0,5,5,10,883
HCT15,1,0,6,5,10,884
HCT15,1,0,7,5,10,765
HCT15,1,0,8,5,10,1274
HCT15,1,0,1,6,10,915
HCT15,1,0,2,6,10,1068
HCT15,1,0,3,6,10,935
HCT15,1,0,4,6,10,1127
HCT15,1,0,5,6,10,1320
HCT15,1,0,6,6,10,1242
HCT15,1,0,7,6,10,1156
HCT15,1,0,8,6,10,1559
HCT15,1,0,1,7,10,1142
HCT15,1,0,2,7,10,1305
HCT15,1,0,3,7,10,1229
HCT15,1,0,4,7,10,1294
HCT15,1,0,5,7,10,1412
HCT15,1,0,6,7,10,1432
HCT15,1,0,7,7,10,1290
HCT15,1,0,8,7,10,1751
HCT15,0,1,1,1,10,23720
HCT15,0,1,2,1,10,1762
HCT15,0,1,3,1,10,22808
HCT15,0,1,4,1,10,2143
HCT15,0,1,5,1,10,1497
HCT15,0,1,6,1,10,12743
HCT15,0,1,7,1,10,2099
HCT15,0,1,8,1,10,1725
HCT15,0,1,1,2,10,23441
HCT15,0,1,2,2,10,7775
HCT15,0,1,3,2,10,22196
HCT15,0,1,4,2,10,3395
HCT15,0,1,5,2,10,5634
HCT15,0,1,6,2,10,17087
HCT15,0,1,7,2,10,3347
HCT15,0,1,8,2,10,3944
HCT15,0,1,1,3,10,21441
HCT15,0,1,2,3,10,4975
HCT15,0,1,3,3,10,15800
HCT15,0,1,4,3,10,5124
HCT15,0,1,5,3,10,4294
HCT15,0,1,6,3,10,6662
HCT15,0,1,7,3,10,4812
HCT15,0,1,8,3,10,4491
HCT15,0,1,1,4,10,15150
HCT15,0,1,2,4,10,5918
HCT15,0,1,3,4,10,7418
HCT15,0,1,4,4,10,5756
HCT15,0,1,5,4,10,5138
HCT15,0,1,6,4,10,4831
HCT15,0,1,7,4,10,4874
HCT15,0,1,8,4,10,4884
HCT15,0,1,1,5,10,10291
HCT15,0,1,2,5,10,5384
HCT15,0,1,3,5,10,6391
HCT15,0,1,4,5,10,5095
HCT15,0,1,5,5,10,4993
HCT15,0,1,6,5,10,4980
HCT15,0,1,7,5,10,4454
HCT15,0,1,8,5,10,4921
HCT15,0,1,1,6,10,7855
HCT15,0,1,2,6,10,5152
HCT15,0,1,3,6,10,6308
HCT15,0,1,4,6,10,4878
HCT15,0,1,5,6,10,4884
HCT15,0,1,6,6,10,4978
HCT15,0,1,7,6,10,4363
HCT15,0,1,8,6,10,4583
HCT15,0,1,1,7,10,6817
HCT15,0,1,2,7,10,5204
HCT15,0,1,3,7,10,5965
HCT15,0,1,4,7,10,4763
HCT15,0,1,5,7,10,4643
HCT15,0,1,6,7,10,4956
HCT15,0,1,7,7,10,4412
HCT15,0,1,8,7,10,4332
HCT15,0,0,1,1,10,46
HCT15,0,0,2,1,10,65
HCT15,0,0,3,1,10,73
HCT15,0,0,4,1,10,134
HCT15,0,0,5,1,10,49
HCT15,0,0,6,1,10,77
HCT15,0,0,7,1,10,76
HCT15,0,0,8,1,10,110
HCT15,0,0,1,2,10,81
HCT15,0,0,2,2,10,93
HCT15,0,0,3,2,10,142
HCT15,0,0,4,2,10,160
HCT15,0,0,5,2,10,104
HCT15,0,0,6,2,10,92
HCT15,0,0,7,2,10,117
HCT15,0,0,8,2,10,127
HCT15,0,0,1,3,10,119
HCT15,0,0,2,3,10,158
HCT15,0,0,3,3,10,153
HCT15,0,0,4,3,10,244
HCT15,0,0,5,3,10,259
HCT15,0,0,6,3,10,224
HCT15,0,0,7,3,10,244
HCT15,0,0,8,3,10,242
HCT15,0,0,1,4,10,229
HCT15,0,0,2,4,10,397
HCT15,0,0,3,4,10,319
HCT15,0,0,4,4,10,439
HCT15,0,0,5,4,10,499
HCT15,0,0,6,4,10,545
HCT15,0,0,7,4,10,580
HCT15,0,0,8,4,10,577
HCT15,0,0,1,5,10,397
HCT15,0,0,2,5,10,654
HCT15,0,0,3,5,10,448
HCT15,0,0,4,5,10,721
HCT15,0,0,5,5,10,924
HCT15,0,0,6,5,10,895
HCT15,0,0,7,5,10,945
HCT15,0,0,8,5,10,890
HCT15,0,0,1,6,10,516
HCT15,0,0,2,6,10,882
HCT15,0,0,3,6,10,695
HCT15,0,0,4,6,10,1054
HCT15,0,0,5,6,10,1321
HCT15,0,0,6,6,10,1147
HCT15,0,0,7,6,10,1295
HCT15,0,0,8,6,10,1286
HCT15,0,0,1,7,10,673
HCT15,0,0,2,7,10,1070
HCT15,0,0,3,7,10,859
HCT15,0,0,4,7,10,1341
HCT15,0,0,5,7,10,1615
HCT15,0,0,6,7,10,1280
HCT15,0,0,7,7,10,1600
HCT15,0,0,8,7,10,1587
HCT15,1,1,1,1,5,14168
HCT15,1,1,2,1,5,1867
HCT15,1,1,3,1,5,2718
HCT15,1,1,4,1,5,2107
HCT15,1,1,5,1,5,10177
HCT15,1,1,6,1,5,2346
HCT15,1,1,7,1,5,3431
HCT15,1,1,8,1,5,2615
HCT15,1,1,1,2,5,20321
HCT15,1,1,2,2,5,9062
HCT15,1,1,3,2,5,17077
HCT15,1,1,4,2,5,8044
HCT15,1,1,5,2,5,18458
HCT15,1,1,6,2,5,3956
HCT15,1,1,7,2,5,16814
HCT15,1,1,8,2,5,4129
HCT15,1,1,1,3,5,13753
HCT15,1,1,2,3,5,6857
HCT15,1,1,3,3,5,13710
HCT15,1,1,4,3,5,9375
HCT15,1,1,5,3,5,6550
HCT15,1,1,6,3,5,5937
HCT15,1,1,7,3,5,10719
HCT15,1,1,8,3,5,6092
HCT15,1,1,1,4,5,11274
HCT15,1,1,2,4,5,7300
HCT15,1,1,3,4,5,11092
HCT15,1,1,4,4,5,8758
HCT15,1,1,5,4,5,6863
HCT15,1,1,6,4,5,6693
HCT15,1,1,7,4,5,7411
HCT15,1,1,8,4,5,6340
HCT15,1,1,1,5,5,10003
HCT15,1,1,2,5,5,6916
HCT15,1,1,3,5,5,8851
HCT15,1,1,4,5,5,8025
HCT15,1,1,5,5,5,7103
HCT15,1,1,6,5,5,5610
HCT15,1,1,7,5,5,6985
HCT15,1,1,8,5,5,5393
HCT15,1,1,1,6,5,9101
HCT15,1,1,2,6,5,6000
HCT15,1,1,3,6,5,8288
HCT15,1,1,4,6,5,7137
HCT15,1,1,5,6,5,6968
HCT15,1,1,6,6,5,5358
HCT15,1,1,7,6,5,6857
HCT15,1,1,8,6,5,5277
HCT15,1,1,1,7,5,8353
HCT15,1,1,2,7,5,5730
HCT15,1,1,3,7,5,7564
HCT15,1,1,4,7,5,6735
HCT15,1,1,5,7,5,6408
HCT15,1,1,6,7,5,4976
HCT15,1,1,7,7,5,6136
HCT15,1,1,8,7,5,4778
HCT15,1,0,1,1,5,65
HCT15,1,0,2,1,5,119
HCT15,1,0,3,1,5,176
HCT15,1,0,4,1,5,179
HCT15,1,0,5,1,5,55
HCT15,1,0,6,1,5,165
HCT15,1,0,7,1,5,42
HCT15,1,0,8,1,5,175
HCT15,1,0,1,2,5,72
HCT15,1,0,2,2,5,93
HCT15,1,0,3,2,5,110
HCT15,1,0,4,2,5,137
HCT15,1,0,5,2,5,85
HCT15,1,0,6,2,5,178
HCT15,1,0,7,2,5,85
HCT15,1,0,8,2,5,186
HCT15,1,0,1,3,5,40
HCT15,1,0,2,3,5,53
HCT15,1,0,3,3,5,73
HCT15,1,0,4,3,5,106
HCT15,1,0,5,3,5,50
HCT15,1,0,6,3,5,105
HCT15,1,0,7,3,5,43
HCT15,1,0,8,3,5,109
HCT15,1,0,1,4,5,49
HCT15,1,0,2,4,5,89
HCT15,1,0,3,4,5,45
HCT15,1,0,4,4,5,112
HCT15,1,0,5,4,5,59
HCT15,1,0,6,4,5,133
HCT15,1,0,7,4,5,46
HCT15,1,0,8,4,5,145
HCT15,1,0,1,5,5,82
HCT15,1,0,2,5,5,147
HCT15,1,0,3,5,5,72
HCT15,1,0,4,5,5,132
HCT15,1,0,5,5,5,119
HCT15,1,0,6,5,5,196
HCT15,1,0,7,5,5,96
HCT15,1,0,8,5,5,196
HCT15,1,0,1,6,5,134
HCT15,1,0,2,6,5,228
HCT15,1,0,3,6,5,127
HCT15,1,0,4,6,5,247
HCT15,1,0,5,6,5,207
HCT15,1,0,6,6,5,361
HCT15,1,0,7,6,5,204
HCT15,1,0,8,6,5,367
HCT15,1,0,1,7,5,204
HCT15,1,0,2,7,5,329
HCT15,1,0,3,7,5,207
HCT15,1,0,4,7,5,343
HCT15,1,0,5,7,5,294
HCT15,1,0,6,7,5,546
HCT15,1,0,7,7,5,304
HCT15,1,0,8,7,5,499
HCT15,0,1,1,1,5,21615
HCT15,0,1,2,1,5,9758
HCT15,0,1,3,1,5,22084
HCT15,0,1,4,1,5,7979
HCT15,0,1,5,1,5,1709
HCT15,0,1,6,1,5,1590
HCT15,0,1,7,1,5,1678
HCT15,0,1,8,1,5,1857
HCT15,0,1,1,2,5,22425
HCT15,0,1,2,2,5,18789
HCT15,0,1,3,2,5,21652
HCT15,0,1,4,2,5,17125
HCT15,0,1,5,2,5,5964
HCT15,0,1,6,2,5,7777
HCT15,0,1,7,2,5,6341
HCT15,0,1,8,2,5,6698
HCT15,0,1,1,3,5,19869
HCT15,0,1,2,3,5,14129
HCT15,0,1,3,3,5,18641
HCT15,0,1,4,3,5,12365
HCT15,0,1,5,3,5,6052
HCT15,0,1,6,3,5,5437
HCT15,0,1,7,3,5,4994
HCT15,0,1,8,3,5,4959
HCT15,0,1,1,4,5,14629
HCT15,0,1,2,4,5,9435
HCT15,0,1,3,4,5,14059
HCT15,0,1,4,4,5,9751
HCT15,0,1,5,4,5,6898
HCT15,0,1,6,4,5,6769
HCT15,0,1,7,4,5,6233
HCT15,0,1,8,4,5,6221
HCT15,0,1,1,5,5,11061
HCT15,0,1,2,5,5,7836
HCT15,0,1,3,5,5,10243
HCT15,0,1,4,5,5,8247
HCT15,0,1,5,5,5,6225
HCT15,0,1,6,5,5,6205
HCT15,0,1,7,5,5,5940
HCT15,0,1,8,5,5,5931
HCT15,0,1,1,6,5,8979
HCT15,0,1,2,6,5,7458
HCT15,0,1,3,6,5,8291
HCT15,0,1,4,6,5,7527
HCT15,0,1,5,6,5,5640
HCT15,0,1,6,6,5,5505
HCT15,0,1,7,6,5,5495
HCT15,0,1,8,6,5,5282
HCT15,0,1,1,7,5,7653
HCT15,0,1,2,7,5,6228
HCT15,0,1,3,7,5,7145
HCT15,0,1,4,7,5,6460
HCT15,0,1,5,7,5,5247
HCT15,0,1,6,7,5,4896
HCT15,0,1,7,7,5,5135
HCT15,0,1,8,7,5,4896
HCT15,0,0,1,1,5,67
HCT15,0,0,2,1,5,149
HCT15,0,0,3,1,5,108
HCT15,0,0,4,1,5,122
HCT15,0,0,5,1,5,88
HCT15,0,0,6,1,5,111
HCT15,0,0,7,1,5,75
HCT15,0,0,8,1,5,88
HCT15,0,0,1,2,5,180
HCT15,0,0,2,2,5,152
HCT15,0,0,3,2,5,205
HCT15,0,0,4,2,5,165
HCT15,0,0,5,2,5,103
HCT15,0,0,6,2,5,124
HCT15,0,0,7,2,5,98
HCT15,0,0,8,2,5,105
HCT15,0,0,1,3,5,90
HCT15,0,0,2,3,5,98
HCT15,0,0,3,3,5,92
HCT15,0,0,4,3,5,96
HCT15,0,0,5,3,5,70
HCT15,0,0,6,3,5,82
HCT15,0,0,7,3,5,63
HCT15,0,0,8,3,5,80
HCT15,0,0,1,4,5,81
HCT15,0,0,2,4,5,106
HCT15,0,0,3,4,5,74
HCT15,0,0,4,4,5,95
HCT15,0,0,5,4,5,78
HCT15,0,0,6,4,5,103
HCT15,0,0,7,4,5,85
HCT15,0,0,8,4,5,100
HCT15,0,0,1,5,5,110
HCT15,0,0,2,5,5,168
HCT15,0,0,3,5,5,96
HCT15,0,0,4,5,5,137
HCT15,0,0,5,5,5,129
HCT15,0,0,6,5,5,143
HCT15,0,0,7,5,5,169
HCT15,0,0,8,5,5,162
HCT15,0,0,1,6,5,181
HCT15,0,0,2,6,5,243
HCT15,0,0,3,6,5,153
HCT15,0,0,4,6,5,198
HCT15,0,0,5,6,5,216
HCT15,0,0,6,6,5,241
HCT15,0,0,7,6,5,292
HCT15,0,0,8,6,5,255
HCT15,0,0,1,7,5,289
HCT15,0,0,2,7,5,365
HCT15,0,0,3,7,5,202
HCT15,0,0,4,7,5,257
HCT15,0,0,5,7,5,320
HCT15,0,0,6,7,5,283
HCT15,0,0,7,7,5,389
HCT15,0,0,8,7,5,360
HT29,1,1,1,1,20,3585
HT29,1,1,2,1,20,4519
HT29,1,1,3,1,20,2821
HT29,1,1,4,1,20,5045
HT29,1,1,5,1,20,3294
HT29,1,1,6,1,20,4492
HT29,1,1,7,1,20,2625
HT29,1,1,8,1,20,4167
HT29,1,1,1,2,20,4385
HT29,1,1,2,2,20,5239
HT29,1,1,3,2,20,3270
HT29,1,1,4,2,20,5708
HT29,1,1,5,2,20,3990
HT29,1,1,6,2,20,5156
HT29,1,1,7,2,20,3226
HT29,1,1,8,2,20,4946
HT29,1,1,1,3,20,5635
HT29,1,1,2,3,20,6618
HT29,1,1,3,3,20,4114
HT29,1,1,4,3,20,7171
HT29,1,1,5,3,20,4802
HT29,1,1,6,3,20,6645
HT29,1,1,7,3,20,3982
HT29,1,1,8,3,20,6253
HT29,1,1,1,4,20,5921
HT29,1,1,2,4,20,6656
HT29,1,1,3,4,20,4291
HT29,1,1,4,4,20,7364
HT29,1,1,5,4,20,4938
HT29,1,1,6,4,20,6881
HT29,1,1,7,4,20,4111
HT29,1,1,8,4,20,6634
HT29,1,1,1,5,20,5828
HT29,1,1,2,5,20,6161
HT29,1,1,3,5,20,4323
HT29,1,1,4,5,20,7058
HT29,1,1,5,5,20,4840
HT29,1,1,6,5,20,6646
HT29,1,1,7,5,20,4033
HT29,1,1,8,5,20,6206
HT29,1,1,1,6,20,5544
HT29,1,1,2,6,20,5351
HT29,1,1,3,6,20,4192
HT29,1,1,4,6,20,6525
HT29,1,1,5,6,20,4861
HT29,1,1,6,6,20,6402
HT29,1,1,7,6,20,4070
HT29,1,1,8,6,20,6245
HT29,1,1,1,7,20,5450
HT29,1,1,2,7,20,5096
HT29,1,1,3,7,20,4019
HT29,1,1,4,7,20,6306
HT29,1,1,5,7,20,4546
HT29,1,1,6,7,20,6219
HT29,1,1,7,7,20,3859
HT29,1,1,8,7,20,5723
HT29,1,0,1,1,20,13
HT29,1,0,2,1,20,10
HT29,1,0,3,1,20,10
HT29,1,0,4,1,20,12
HT29,1,0,5,1,20,9
HT29,1,0,6,1,20,20
HT29,1,0,7,1,20,11
HT29,1,0,8,1,20,22
HT29,1,0,1,2,20,37
HT29,1,0,2,2,20,34
HT29,1,0,3,2,20,47
HT29,1,0,4,2,20,31
HT29,1,0,5,2,20,52
HT29,1,0,6,2,20,28
HT29,1,0,7,2,20,110
HT29,1,0,8,2,20,50
HT29,1,0,1,3,20,208
HT29,1,0,2,3,20,178
HT29,1,0,3,3,20,263
HT29,1,0,4,3,20,191
HT29,1,0,5,3,20,317
HT29,1,0,6,3,20,189
HT29,1,0,7,3,20,390
HT29,1,0,8,3,20,238
HT29,1,0,1,4,20,442
HT29,1,0,2,4,20,420
HT29,1,0,3,4,20,613
HT29,1,0,4,4,20,436
HT29,1,0,5,4,20,719
HT29,1,0,6,4,20,422
HT29,1,0,7,4,20,818
HT29,1,0,8,4,20,469
HT29,1,0,1,5,20,812
HT29,1,0,2,5,20,731
HT29,1,0,3,5,20,971
HT29,1,0,4,5,20,758
HT29,1,0,5,5,20,1110
HT29,1,0,6,5,20,706
HT29,1,0,7,5,20,1147
HT29,1,0,8,5,20,729
HT29,1,0,1,6,20,1131
HT29,1,0,2,6,20,1038
HT29,1,0,3,6,20,1187
HT29,1,0,4,6,20,1068
HT29,1,0,5,6,20,1480
HT29,1,0,6,6,20,1070
HT29,1,0,7,6,20,1513
HT29,1,0,8,6,20,1146
HT29,1,0,1,7,20,1366
HT29,1,0,2,7,20,1443
HT29,1,0,3,7,20,1332
HT29,1,0,4,7,20,1509
HT29,1,0,5,7,20,1760
HT29,1,0,6,7,20,1431
HT29,1,0,7,7,20,1767
HT29,1,0,8,7,20,1582
HT29,0,1,1,1,20,4048
HT29,0,1,2,1,20,4865
HT29,0,1,3,1,20,3111
HT29,0,1,4,1,20,5076
HT29,0,1,5,1,20,3280
HT29,0,1,6,1,20,4535
HT29,0,1,7,1,20,3133
HT29,0,1,8,1,20,4994
HT29,0,1,1,2,20,4492
HT29,0,1,2,2,20,5253
HT29,0,1,3,2,20,3539
HT29,0,1,4,2,20,5453
HT29,0,1,5,2,20,3854
HT29,0,1,6,2,20,5043
HT29,0,1,7,2,20,3733
HT29,0,1,8,2,20,5494
