Tratamiento ;Condición;Pseudoreplica ;Tiempo;Concentración AntimiRs;Fluorescencia;;;;;;;;;;;;;;
;0;4;3;5;64;;;;;;;;;;;;;;
;0;5;3;5;20;;;;;;;;;;;;;;
;0;6;3;5;32;;;;;;;;;;;;;;
;0;7;3;5;148;;;;;;;;;;;;;;
;0;8;3;5;33;;;;;;;;;;;;;;
;0;1;4;5;117;;;;;;;;;;;;;;
;0;2;4;5;150;;;;;;;;;;;;;;
;0;3;4;5;161;;;;;;;;;;;;;;
;0;4;4;5;163;;;;;;;;;;;;;;
;0;5;4;5;77;;;;;;;;;;;;;;
;0;6;4;5;108;;;;;;;;;;;;;;
;0;7;4;5;219;;;;;;;;;;;;;;
;0;8;4;5;116;;;;;;;;;;;;;;
;0;1;5;5;218;;;;;;;;;;;;;;
;0;2;5;5;265;;;;;;;;;;;;;;
;0;3;5;5;283;;;;;;;;;;;;;;
;0;4;5;5;321;;;;;;;;;;;;;;
;0;5;5;5;161;;;;;;;;;;;;;;
;0;6;5;5;241;;;;;;;;;;;;;;
;0;7;5;5;339;;;;;;;;;;;;;;
;0;8;5;5;250;;;;;;;;;;;;;;
;0;1;6;5;376;;;;;;;;;;;;;;
;0;2;6;5;385;;;;;;;;;;;;;;
;0;3;6;5;470;;;;;;;;;;;;;;
;0;4;6;5;527;;;;;;;;;;;;;;
;0;5;6;5;307;;;;;;;;;;;;;;
;0;6;6;5;420;;;;;;;;;;;;;;
;0;7;6;5;413;;;;;;;;;;;;;;
;0;8;6;5;465;;;;;;;;;;;;;;
;0;1;7;5;551;;;;;;;;;;;;;;
;0;2;7;5;558;;;;;;;;;;;;;;
;0;3;7;5;612;;;;;;;;;;;;;;
;0;4;7;5;788;;;;;;;;;;;;;;
;0;5;7;5;449;;;;;;;;;;;;;;
;0;6;7;5;686;;;;;;;;;;;;;;
;0;7;7;5;619;;;;;;;;;;;;;;
;0;8;7;5;649;;;;;;;;;;;;;;
;1;1;1;0;3371;;;;;;;;;;;;;;
;1;2;1;0;4491;;;;;;;;;;;;;;
;1;3;1;0;2286;;;;;;;;;;;;;;
;1;4;1;0;4857;;;;;;;;;;;;;;
;1;5;1;0;2095;;;;;;;;;;;;;;
;1;6;1;0;3987;;;;;;;;;;;;;;
;1;7;1;0;2108;;;;;;;;;;;;;;
;1;8;1;0;4035;;;;;;;;;;;;;;
;1;1;2;0;3648;;;;;;;;;;;;;;
;1;2;2;0;4405;;;;;;;;;;;;;;
;1;3;2;0;2743;;;;;;;;;;;;;;
;1;4;2;0;5004;;;;;;;;;;;;;;
;1;5;2;0;2306;;;;;;;;;;;;;;
;1;6;2;0;4024;;;;;;;;;;;;;;
;1;7;2;0;2403;;;;;;;;;;;;;;
;1;8;2;0;4099;;;;;;;;;;;;;;
;1;1;3;0;4439;;;;;;;;;;;;;;
;1;2;3;0;5329;;;;;;;;;;;;;;
;1;3;3;0;3427;;;;;;;;;;;;;;
;1;4;3;0;5794;;;;;;;;;;;;;;
;1;5;3;0;3032;;;;;;;;;;;;;;
;1;6;3;0;5082;;;;;;;;;;;;;;
;1;7;3;0;3101;;;;;;;;;;;;;;
;1;8;3;0;5029;;;;;;;;;;;;;;
;1;1;4;0;5070;;;;;;;;;;;;;;
;1;2;4;0;5655;;;;;;;;;;;;;;
;1;3;4;0;4030;;;;;;;;;;;;;;
;1;4;4;0;6325;;;;;;;;;;;;;;
;1;5;4;0;3861;;;;;;;;;;;;;;
;1;6;4;0;5983;;;;;;;;;;;;;;
;1;7;4;0;3902;;;;;;;;;;;;;;
;1;8;4;0;6011;;;;;;;;;;;;;;
;1;1;5;0;5616;;;;;;;;;;;;;;
;1;2;5;0;6265;;;;;;;;;;;;;;
;1;3;5;0;4587;;;;;;;;;;;;;;
;1;4;5;0;6776;;;;;;;;;;;;;;
;1;5;5;0;4263;;;;;;;;;;;;;;
;1;6;5;0;6188;;;;;;;;;;;;;;
;1;7;5;0;4136;;;;;;;;;;;;;;
;1;8;5;0;5988;;;;;;;;;;;;;;
;1;1;6;0;6333;;;;;;;;;;;;;;
;1;2;6;0;6455;;;;;;;;;;;;;;
;1;3;6;0;5241;;;;;;;;;;;;;;
;1;4;6;0;7327;;;;;;;;;;;;;;
;1;5;6;0;4791;;;;;;;;;;;;;;
;1;6;6;0;6784;;;;;;;;;;;;;;
;1;7;6;0;4749;;;;;;;;;;;;;;
;1;8;6;0;6588;;;;;;;;;;;;;;
;1;1;7;0;6780;;;;;;;;;;;;;;
;1;2;7;0;6802;;;;;;;;;;;;;;
;1;3;7;0;5925;;;;;;;;;;;;;;
;1;4;7;0;7479;;;;;;;;;;;;;;
;1;5;7;0;5305;;;;;;;;;;;;;;
;1;6;7;0;7122;;;;;;;;;;;;;;
;1;7;7;0;5331;;;;;;;;;;;;;;
;1;8;7;0;6857;;;;;;;;;;;;;;
;0;1;1;0;14;;;;;;;;;;;;;;
;0;2;1;0;47;;;;;;;;;;;;;;
;0;3;1;0;16;;;;;;;;;;;;;;
;0;4;1;0;34;;;;;;;;;;;;;;
;0;5;1;0;4;;;;;;;;;;;;;;
;0;6;1;0;12;;;;;;;;;;;;;;
;0;7;1;0;546;;;;;;;;;;;;;;
;0;8;1;0;18;;;;;;;;;;;;;;
;0;1;2;0;15;;;;;;;;;;;;;;
;0;2;2;0;60;;;;;;;;;;;;;;
;0;3;2;0;18;;;;;;;;;;;;;;
;0;4;2;0;45;;;;;;;;;;;;;;
;0;5;2;0;96;;;;;;;;;;;;;;
;0;6;2;0;26;;;;;;;;;;;;;;
;0;7;2;0;16;;;;;;;;;;;;;;
;0;8;2;0;42;;;;;;;;;;;;;;
;0;1;3;0;45;;;;;;;;;;;;;;
;0;2;3;0;110;;;;;;;;;;;;;;
;0;3;3;0;37;;;;;;;;;;;;;;
;0;4;3;0;81;;;;;;;;;;;;;;
;0;5;3;0;32;;;;;;;;;;;;;;
;0;6;3;0;64;;;;;;;;;;;;;;
;0;7;3;0;44;;;;;;;;;;;;;;
;0;8;3;0;90;;;;;;;;;;;;;;
;0;1;4;0;110;;;;;;;;;;;;;;
;0;2;4;0;160;;;;;;;;;;;;;;
;0;3;4;0;109;;;;;;;;;;;;;;
;0;4;4;0;142;;;;;;;;;;;;;;
;0;5;4;0;70;;;;;;;;;;;;;;
;0;6;4;0;147;;;;;;;;;;;;;;
;0;7;4;0;103;;;;;;;;;;;;;;
;0;8;4;0;161;;;;;;;;;;;;;;
;0;1;5;0;197;;;;;;;;;;;;;;
;0;2;5;0;290;;;;;;;;;;;;;;
;0;3;5;0;199;;;;;;;;;;;;;;
;0;4;5;0;262;;;;;;;;;;;;;;
;0;5;5;0;140;;;;;;;;;;;;;;
;0;6;5;0;271;;;;;;;;;;;;;;
;0;7;5;0;175;;;;;;;;;;;;;;
;0;8;5;0;237;;;;;;;;;;;;;;
;0;1;6;0;340;;;;;;;;;;;;;;
;0;2;6;0;452;;;;;;;;;;;;;;
;0;3;6;0;340;;;;;;;;;;;;;;
;0;4;6;0;493;;;;;;;;;;;;;;
;0;5;6;0;232;;;;;;;;;;;;;;
;0;6;6;0;417;;;;;;;;;;;;;;
;0;7;6;0;332;;;;;;;;;;;;;;
;0;8;6;0;487;;;;;;;;;;;;;;
;0;1;7;0;562;;;;;;;;;;;;;;
;0;2;7;0;725;;;;;;;;;;;;;;
;0;3;7;0;459;;;;;;;;;;;;;;
;0;4;7;0;919;;;;;;;;;;;;;;
;0;5;7;0;333;;;;;;;;;;;;;;
;0;6;7;0;612;;;;;;;;;;;;;;
;0;7;7;0;441;;;;;;;;;;;;;;
;0;8;7;0;601;;;;;;;;;;;;;;
